"TIME","GEO","WEIGHT","UNIT","Value","Flag and Footnotes"
"1996","Austria","1 500 kg or over","Number",":",""
"1996","Poland","Less than 1 000 kg","Number",":",""
"1996","Poland","From 1 000 to 1 249 kg","Number",":",""
"1996","Poland","From 1 250 to 1 499 kg","Number",":",""
"1996","Poland","1 500 kg or over","Number",":",""
"1996","Portugal","Less than 1 000 kg","Number",":",""
"1996","Portugal","From 1 000 to 1 249 kg","Number",":",""
"1996","Portugal","From 1 250 to 1 499 kg","Number",":",""
"1996","Portugal","1 500 kg or over","Number",":",""
"1996","Romania","Less than 1 000 kg","Number",":",""
"1996","Romania","From 1 000 to 1 249 kg","Number",":",""
"1996","Romania","From 1 250 to 1 499 kg","Number",":",""
"1996","Romania","1 500 kg or over","Number",":",""
"1996","Finland","Less than 1 000 kg","Number",":",""
"1996","Finland","From 1 000 to 1 249 kg","Number",":",""
"1996","Finland","From 1 250 to 1 499 kg","Number",":",""
"1996","Finland","1 500 kg or over","Number",":",""
"1996","Sweden","Less than 1 000 kg","Number",":",""
"1996","Sweden","From 1 000 to 1 249 kg","Number",":",""
"1996","Sweden","From 1 250 to 1 499 kg","Number",":",""
"1996","Sweden","1 500 kg or over","Number",":",""
"1996","Iceland","Less than 1 000 kg","Number",":",""
"1996","Iceland","From 1 000 to 1 249 kg","Number",":",""
"1996","Iceland","From 1 250 to 1 499 kg","Number",":",""
"1996","Iceland","1 500 kg or over","Number",":",""
"1996","Liechtenstein","Less than 1 000 kg","Number",":",""
"1996","Liechtenstein","From 1 000 to 1 249 kg","Number",":",""
"1996","Liechtenstein","From 1 250 to 1 499 kg","Number",":",""
"1996","Liechtenstein","1 500 kg or over","Number",":",""
"1996","Norway","Less than 1 000 kg","Number",":",""
"1996","Norway","From 1 000 to 1 249 kg","Number",":",""
"1996","Norway","From 1 250 to 1 499 kg","Number",":",""
"1996","Norway","1 500 kg or over","Number",":",""
"1996","Switzerland","Less than 1 000 kg","Number",":",""
"1996","Switzerland","From 1 000 to 1 249 kg","Number",":",""
"1996","Switzerland","From 1 250 to 1 499 kg","Number",":",""
"1996","Switzerland","1 500 kg or over","Number",":",""
"1996","Turkey","Less than 1 000 kg","Number",":",""
"1996","Turkey","From 1 000 to 1 249 kg","Number",":",""
"1996","Turkey","From 1 250 to 1 499 kg","Number",":",""
"1996","Turkey","1 500 kg or over","Number",":",""
"1997","Denmark","Less than 1 000 kg","Number","1,104,000",""
"1997","Denmark","From 1 000 to 1 249 kg","Number","465,000",""
"1997","Denmark","From 1 250 to 1 499 kg","Number","191,000",""
"1997","Denmark","1 500 kg or over","Number","24,000",""
"1997","Estonia","Less than 1 000 kg","Number",":",""
"1997","Estonia","From 1 000 to 1 249 kg","Number",":",""
"1997","Estonia","From 1 250 to 1 499 kg","Number",":",""
"1997","Estonia","1 500 kg or over","Number",":",""
"1997","Spain","Less than 1 000 kg","Number",":",""
"1997","Spain","From 1 000 to 1 249 kg","Number",":",""
"1997","Spain","From 1 250 to 1 499 kg","Number",":",""
"1997","Spain","1 500 kg or over","Number",":",""
"1997","France","Less than 1 000 kg","Number",":",""
"1997","France","From 1 000 to 1 249 kg","Number",":",""
"1997","France","From 1 250 to 1 499 kg","Number",":",""
"1997","France","1 500 kg or over","Number",":",""
"1997","Croatia","Less than 1 000 kg","Number",":",""
"1997","Croatia","From 1 000 to 1 249 kg","Number",":",""
"1997","Croatia","From 1 250 to 1 499 kg","Number",":",""
"1997","Croatia","1 500 kg or over","Number",":",""
"1997","Cyprus","Less than 1 000 kg","Number",":",""
"1997","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"1997","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"1997","Cyprus","1 500 kg or over","Number",":",""
"1997","Latvia","Less than 1 000 kg","Number",":",""
"1997","Latvia","From 1 000 to 1 249 kg","Number",":",""
"1997","Latvia","From 1 250 to 1 499 kg","Number",":",""
"1997","Latvia","1 500 kg or over","Number",":",""
"1997","Luxembourg","Less than 1 000 kg","Number",":",""
"1997","Luxembourg","From 1 000 to 1 249 kg","Number",":",""
"1997","Luxembourg","From 1 250 to 1 499 kg","Number",":",""
"1997","Luxembourg","1 500 kg or over","Number",":",""
"1997","Hungary","Less than 1 000 kg","Number",":",""
"1997","Hungary","From 1 000 to 1 249 kg","Number",":",""
"1997","Hungary","From 1 250 to 1 499 kg","Number",":",""
"1997","Hungary","1 500 kg or over","Number",":",""
"1997","Malta","Less than 1 000 kg","Number",":",""
"1997","Malta","From 1 000 to 1 249 kg","Number",":",""
"1997","Malta","From 1 250 to 1 499 kg","Number",":",""
"1997","Malta","1 500 kg or over","Number",":",""
"1997","Netherlands","Less than 1 000 kg","Number",":",""
"1997","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"1997","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"1997","Netherlands","1 500 kg or over","Number",":",""
"1997","Austria","Less than 1 000 kg","Number",":",""
"1997","Austria","From 1 000 to 1 249 kg","Number",":",""
"1997","Austria","From 1 250 to 1 499 kg","Number",":",""
"1997","Austria","1 500 kg or over","Number",":",""
"1997","Poland","Less than 1 000 kg","Number",":",""
"1997","Poland","From 1 000 to 1 249 kg","Number",":",""
"1997","Poland","From 1 250 to 1 499 kg","Number",":",""
"1997","Poland","1 500 kg or over","Number",":",""
"1997","Portugal","Less than 1 000 kg","Number",":",""
"1997","Portugal","From 1 000 to 1 249 kg","Number",":",""
"1997","Portugal","From 1 250 to 1 499 kg","Number",":",""
"1997","Portugal","1 500 kg or over","Number",":",""
"1997","Romania","Less than 1 000 kg","Number",":",""
"1997","Romania","From 1 000 to 1 249 kg","Number",":",""
"1997","Romania","From 1 250 to 1 499 kg","Number",":",""
"1997","Romania","1 500 kg or over","Number",":",""
"1997","Finland","Less than 1 000 kg","Number",":",""
"1997","Finland","From 1 000 to 1 249 kg","Number",":",""
"1997","Finland","From 1 250 to 1 499 kg","Number",":",""
"1997","Finland","1 500 kg or over","Number",":",""
"1997","Sweden","Less than 1 000 kg","Number",":",""
"1997","Sweden","From 1 000 to 1 249 kg","Number",":",""
"1997","Sweden","From 1 250 to 1 499 kg","Number",":",""
"1997","Sweden","1 500 kg or over","Number",":",""
"1997","Iceland","Less than 1 000 kg","Number",":",""
"1997","Iceland","From 1 000 to 1 249 kg","Number",":",""
"1997","Iceland","From 1 250 to 1 499 kg","Number",":",""
"1997","Iceland","1 500 kg or over","Number",":",""
"1997","Liechtenstein","Less than 1 000 kg","Number",":",""
"1997","Liechtenstein","From 1 000 to 1 249 kg","Number",":",""
"1997","Liechtenstein","From 1 250 to 1 499 kg","Number",":",""
"1997","Liechtenstein","1 500 kg or over","Number",":",""
"1997","Norway","Less than 1 000 kg","Number",":",""
"1997","Norway","From 1 000 to 1 249 kg","Number",":",""
"1997","Norway","From 1 250 to 1 499 kg","Number",":",""
"1997","Norway","1 500 kg or over","Number",":",""
"1997","Switzerland","Less than 1 000 kg","Number",":",""
"1997","Switzerland","From 1 000 to 1 249 kg","Number",":",""
"1997","Switzerland","From 1 250 to 1 499 kg","Number",":",""
"1997","Switzerland","1 500 kg or over","Number",":",""
"1997","Turkey","Less than 1 000 kg","Number",":",""
"1997","Turkey","From 1 000 to 1 249 kg","Number",":",""
"1997","Turkey","From 1 250 to 1 499 kg","Number",":",""
"1997","Turkey","1 500 kg or over","Number",":",""
"1998","Denmark","Less than 1 000 kg","Number","1,050,000",""
"1998","Denmark","From 1 000 to 1 249 kg","Number","514,000",""
"1998","Denmark","From 1 250 to 1 499 kg","Number","226,000",""
"1998","Denmark","1 500 kg or over","Number","27,000",""
"1998","Estonia","Less than 1 000 kg","Number",":",""
"1998","Estonia","From 1 000 to 1 249 kg","Number",":",""
"1998","Estonia","From 1 250 to 1 499 kg","Number",":",""
"1998","Estonia","1 500 kg or over","Number",":",""
"1998","Spain","Less than 1 000 kg","Number",":",""
"1998","Spain","From 1 000 to 1 249 kg","Number",":",""
"1998","Spain","From 1 250 to 1 499 kg","Number",":",""
"1998","Spain","1 500 kg or over","Number",":",""
"1998","France","Less than 1 000 kg","Number",":",""
"1998","France","From 1 000 to 1 249 kg","Number",":",""
"1998","France","From 1 250 to 1 499 kg","Number",":",""
"1998","France","1 500 kg or over","Number",":",""
"1998","Croatia","Less than 1 000 kg","Number",":",""
"1998","Croatia","From 1 000 to 1 249 kg","Number",":",""
"1998","Croatia","From 1 250 to 1 499 kg","Number",":",""
"1998","Croatia","1 500 kg or over","Number",":",""
"1998","Cyprus","Less than 1 000 kg","Number",":",""
"1998","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"1998","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"1998","Cyprus","1 500 kg or over","Number",":",""
"1998","Latvia","Less than 1 000 kg","Number",":",""
"1998","Latvia","From 1 000 to 1 249 kg","Number",":",""
"1998","Latvia","From 1 250 to 1 499 kg","Number",":",""
"1998","Latvia","1 500 kg or over","Number",":",""
"1998","Luxembourg","Less than 1 000 kg","Number",":",""
"1998","Luxembourg","From 1 000 to 1 249 kg","Number",":",""
"1998","Luxembourg","From 1 250 to 1 499 kg","Number",":",""
"1998","Luxembourg","1 500 kg or over","Number",":",""
"1998","Hungary","Less than 1 000 kg","Number",":",""
"1998","Hungary","From 1 000 to 1 249 kg","Number",":",""
"1998","Hungary","From 1 250 to 1 499 kg","Number",":",""
"1998","Hungary","1 500 kg or over","Number",":",""
"1998","Malta","Less than 1 000 kg","Number",":",""
"1998","Malta","From 1 000 to 1 249 kg","Number",":",""
"1998","Malta","From 1 250 to 1 499 kg","Number",":",""
"1998","Malta","1 500 kg or over","Number",":",""
"1998","Netherlands","Less than 1 000 kg","Number",":",""
"1998","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"1998","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"1998","Netherlands","1 500 kg or over","Number",":",""
"1998","Austria","Less than 1 000 kg","Number",":",""
"1998","Austria","From 1 000 to 1 249 kg","Number",":",""
"1998","Austria","From 1 250 to 1 499 kg","Number",":",""
"1998","Austria","1 500 kg or over","Number",":",""
"1998","Poland","Less than 1 000 kg","Number",":",""
"1998","Poland","From 1 000 to 1 249 kg","Number",":",""
"1998","Poland","From 1 250 to 1 499 kg","Number",":",""
"1998","Poland","1 500 kg or over","Number",":",""
"1998","Portugal","Less than 1 000 kg","Number",":",""
"1998","Portugal","From 1 000 to 1 249 kg","Number",":",""
"1998","Portugal","From 1 250 to 1 499 kg","Number",":",""
"1998","Portugal","1 500 kg or over","Number",":",""
"1998","Romania","Less than 1 000 kg","Number",":",""
"1998","Romania","From 1 000 to 1 249 kg","Number",":",""
"1998","Romania","From 1 250 to 1 499 kg","Number",":",""
"1998","Romania","1 500 kg or over","Number",":",""
"1998","Finland","Less than 1 000 kg","Number",":",""
"1998","Finland","From 1 000 to 1 249 kg","Number",":",""
"1998","Finland","From 1 250 to 1 499 kg","Number",":",""
"1998","Finland","1 500 kg or over","Number",":",""
"1998","Sweden","Less than 1 000 kg","Number",":",""
"1998","Sweden","From 1 000 to 1 249 kg","Number",":",""
"1998","Sweden","From 1 250 to 1 499 kg","Number",":",""
"1998","Sweden","1 500 kg or over","Number",":",""
"1998","Iceland","Less than 1 000 kg","Number",":",""
"1998","Iceland","From 1 000 to 1 249 kg","Number",":",""
"1998","Iceland","From 1 250 to 1 499 kg","Number",":",""
"1998","Iceland","1 500 kg or over","Number",":",""
"1998","Liechtenstein","Less than 1 000 kg","Number",":",""
"1998","Liechtenstein","From 1 000 to 1 249 kg","Number",":",""
"1998","Liechtenstein","From 1 250 to 1 499 kg","Number",":",""
"1998","Liechtenstein","1 500 kg or over","Number",":",""
"1998","Norway","Less than 1 000 kg","Number",":",""
"1998","Norway","From 1 000 to 1 249 kg","Number",":",""
"1998","Norway","From 1 250 to 1 499 kg","Number",":",""
"1998","Norway","1 500 kg or over","Number",":",""
"1998","Switzerland","Less than 1 000 kg","Number","481,000",""
"1998","Switzerland","From 1 000 to 1 249 kg","Number","758,000",""
"1998","Switzerland","From 1 250 to 1 499 kg","Number","927,000",""
"1998","Switzerland","1 500 kg or over","Number","1,217,000",""
"1998","Turkey","Less than 1 000 kg","Number",":",""
"1998","Turkey","From 1 000 to 1 249 kg","Number",":",""
"1998","Turkey","From 1 250 to 1 499 kg","Number",":",""
"1998","Turkey","1 500 kg or over","Number",":",""
"1999","Denmark","Less than 1 000 kg","Number","999,000",""
"1999","Denmark","From 1 000 to 1 249 kg","Number","551,000",""
"1999","Denmark","From 1 250 to 1 499 kg","Number","263,000",""
"1999","Denmark","1 500 kg or over","Number","31,000",""
"1999","Estonia","Less than 1 000 kg","Number",":",""
"1999","Estonia","From 1 000 to 1 249 kg","Number",":",""
"1999","Estonia","From 1 250 to 1 499 kg","Number",":",""
"1999","Estonia","1 500 kg or over","Number",":",""
"1999","Spain","Less than 1 000 kg","Number",":",""
"1999","Spain","From 1 000 to 1 249 kg","Number",":",""
"1999","Spain","From 1 250 to 1 499 kg","Number",":",""
"1999","Spain","1 500 kg or over","Number",":",""
"1999","France","Less than 1 000 kg","Number","14,869,000",""
"1999","France","From 1 000 to 1 249 kg","Number","8,287,000",""
"1999","France","From 1 250 to 1 499 kg","Number","3,404,000",""
"1999","France","1 500 kg or over","Number","920,000",""
"1999","Croatia","Less than 1 000 kg","Number",":",""
"1999","Croatia","From 1 000 to 1 249 kg","Number",":",""
"1999","Croatia","From 1 250 to 1 499 kg","Number",":",""
"1999","Croatia","1 500 kg or over","Number",":",""
"1999","Cyprus","Less than 1 000 kg","Number",":",""
"1999","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"1999","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"1999","Cyprus","1 500 kg or over","Number",":",""
"1999","Latvia","Less than 1 000 kg","Number",":",""
"1999","Latvia","From 1 000 to 1 249 kg","Number",":",""
"1999","Latvia","From 1 250 to 1 499 kg","Number",":",""
"1999","Latvia","1 500 kg or over","Number",":",""
"1999","Luxembourg","Less than 1 000 kg","Number",":",""
"1999","Luxembourg","From 1 000 to 1 249 kg","Number",":",""
"1999","Luxembourg","From 1 250 to 1 499 kg","Number",":",""
"1999","Luxembourg","1 500 kg or over","Number",":",""
"1999","Hungary","Less than 1 000 kg","Number","1,556,000",""
"1999","Hungary","From 1 000 to 1 249 kg","Number","524,000",""
"1999","Hungary","From 1 250 to 1 499 kg","Number","124,000",""
"1999","Hungary","1 500 kg or over","Number","42,000",""
"1999","Malta","Less than 1 000 kg","Number",":",""
"1999","Malta","From 1 000 to 1 249 kg","Number",":",""
"1999","Malta","From 1 250 to 1 499 kg","Number",":",""
"1999","Malta","1 500 kg or over","Number",":",""
"1999","Netherlands","Less than 1 000 kg","Number",":",""
"1999","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"1999","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"1999","Netherlands","1 500 kg or over","Number",":",""
"1999","Austria","Less than 1 000 kg","Number",":",""
"1999","Austria","From 1 000 to 1 249 kg","Number",":",""
"1999","Austria","From 1 250 to 1 499 kg","Number",":",""
"1999","Austria","1 500 kg or over","Number",":",""
"1999","Poland","Less than 1 000 kg","Number",":",""
"1999","Poland","From 1 000 to 1 249 kg","Number",":",""
"1999","Poland","From 1 250 to 1 499 kg","Number",":",""
"1999","Poland","1 500 kg or over","Number",":",""
"1999","Portugal","Less than 1 000 kg","Number",":",""
"1999","Portugal","From 1 000 to 1 249 kg","Number",":",""
"1999","Portugal","From 1 250 to 1 499 kg","Number",":",""
"1999","Portugal","1 500 kg or over","Number",":",""
"1999","Romania","Less than 1 000 kg","Number",":",""
"1999","Romania","From 1 000 to 1 249 kg","Number",":",""
"1999","Romania","From 1 250 to 1 499 kg","Number",":",""
"1999","Romania","1 500 kg or over","Number",":",""
"1999","Finland","Less than 1 000 kg","Number","778,000","d"
"1999","Finland","From 1 000 to 1 249 kg","Number","812,000","d"
"1999","Finland","From 1 250 to 1 499 kg","Number","372,000","d"
"1999","Finland","1 500 kg or over","Number","107,000","d"
"1999","Sweden","Less than 1 000 kg","Number","422,000",""
"1999","Sweden","From 1 000 to 1 249 kg","Number","1,163,000",""
"1999","Sweden","From 1 250 to 1 499 kg","Number","1,671,000",""
"1999","Sweden","1 500 kg or over","Number","635,000",""
"1999","Iceland","Less than 1 000 kg","Number","39,000",""
"1999","Iceland","From 1 000 to 1 249 kg","Number","61,000",""
"1999","Iceland","From 1 250 to 1 499 kg","Number","25,000",""
"1999","Iceland","1 500 kg or over","Number","26,000",""
"1999","Liechtenstein","Less than 1 000 kg","Number",":",""
"1999","Liechtenstein","From 1 000 to 1 249 kg","Number",":",""
"1999","Liechtenstein","From 1 250 to 1 499 kg","Number",":",""
"1999","Liechtenstein","1 500 kg or over","Number",":",""
"1999","Norway","Less than 1 000 kg","Number",":",""
"1999","Norway","From 1 000 to 1 249 kg","Number",":",""
"1999","Norway","From 1 250 to 1 499 kg","Number",":",""
"1999","Norway","1 500 kg or over","Number",":",""
"1999","Switzerland","Less than 1 000 kg","Number","471,000",""
"1999","Switzerland","From 1 000 to 1 249 kg","Number","761,000",""
"1999","Switzerland","From 1 250 to 1 499 kg","Number","958,000",""
"1999","Switzerland","1 500 kg or over","Number","1,277,000",""
"1999","Turkey","Less than 1 000 kg","Number",":",""
"1999","Turkey","From 1 000 to 1 249 kg","Number",":",""
"1999","Turkey","From 1 250 to 1 499 kg","Number",":",""
"1999","Turkey","1 500 kg or over","Number",":",""
"2000","Denmark","Less than 1 000 kg","Number","953,000",""
"2000","Denmark","From 1 000 to 1 249 kg","Number","574,000",""
"2000","Denmark","From 1 250 to 1 499 kg","Number","292,000",""
"2000","Denmark","1 500 kg or over","Number","35,000",""
"2000","Estonia","Less than 1 000 kg","Number",":",""
"2000","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2000","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2000","Estonia","1 500 kg or over","Number",":",""
"2000","Spain","Less than 1 000 kg","Number",":",""
"2000","Spain","From 1 000 to 1 249 kg","Number",":",""
"2000","Spain","From 1 250 to 1 499 kg","Number",":",""
"2000","Spain","1 500 kg or over","Number",":",""
"2000","France","Less than 1 000 kg","Number","14,293,000",""
"2000","France","From 1 000 to 1 249 kg","Number","8,812,000",""
"2000","France","From 1 250 to 1 499 kg","Number","3,884,000",""
"2000","France","1 500 kg or over","Number","1,071,000",""
"2000","Croatia","Less than 1 000 kg","Number",":",""
"2000","Croatia","From 1 000 to 1 249 kg","Number",":",""
"2000","Croatia","From 1 250 to 1 499 kg","Number",":",""
"2000","Croatia","1 500 kg or over","Number",":",""
"2000","Cyprus","Less than 1 000 kg","Number",":",""
"2000","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"2000","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"2000","Cyprus","1 500 kg or over","Number",":",""
"2000","Latvia","Less than 1 000 kg","Number","196,800",""
"2000","Latvia","From 1 000 to 1 249 kg","Number","260,900",""
"2000","Latvia","From 1 250 to 1 499 kg","Number","73,000",""
"2000","Latvia","1 500 kg or over","Number","26,100",""
"2000","Luxembourg","Less than 1 000 kg","Number","67,010",""
"2000","Luxembourg","From 1 000 to 1 249 kg","Number","83,380",""
"2000","Luxembourg","From 1 250 to 1 499 kg","Number","75,970",""
"2000","Luxembourg","1 500 kg or over","Number","46,730",""
"2000","Hungary","Less than 1 000 kg","Number","1,628,000",""
"2000","Hungary","From 1 000 to 1 249 kg","Number","565,000",""
"2000","Hungary","From 1 250 to 1 499 kg","Number","125,000",""
"2000","Hungary","1 500 kg or over","Number","47,000",""
"2000","Malta","Less than 1 000 kg","Number",":",""
"2000","Malta","From 1 000 to 1 249 kg","Number",":",""
"2000","Malta","From 1 250 to 1 499 kg","Number",":",""
"2000","Malta","1 500 kg or over","Number",":",""
"2000","Netherlands","Less than 1 000 kg","Number","3,225,000",""
"2000","Netherlands","From 1 000 to 1 249 kg","Number","2,224,000",""
"2000","Netherlands","From 1 250 to 1 499 kg","Number","845,000",""
"2000","Netherlands","1 500 kg or over","Number","246,000",""
"2000","Austria","Less than 1 000 kg","Number",":",""
"2000","Austria","From 1 000 to 1 249 kg","Number",":",""
"2000","Austria","From 1 250 to 1 499 kg","Number",":",""
"2000","Austria","1 500 kg or over","Number",":",""
"2000","Poland","Less than 1 000 kg","Number",":",""
"2000","Poland","From 1 000 to 1 249 kg","Number",":",""
"2000","Poland","From 1 250 to 1 499 kg","Number",":",""
"2000","Poland","1 500 kg or over","Number",":",""
"2000","Portugal","Less than 1 000 kg","Number",":",""
"2000","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2000","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2000","Portugal","1 500 kg or over","Number",":",""
"2000","Romania","Less than 1 000 kg","Number",":",""
"2000","Romania","From 1 000 to 1 249 kg","Number",":",""
"2000","Romania","From 1 250 to 1 499 kg","Number",":",""
"2000","Romania","1 500 kg or over","Number",":",""
"2000","Finland","Less than 1 000 kg","Number","732,000","d"
"2000","Finland","From 1 000 to 1 249 kg","Number","836,000","d"
"2000","Finland","From 1 250 to 1 499 kg","Number","426,000","d"
"2000","Finland","1 500 kg or over","Number","126,000","d"
"2000","Sweden","Less than 1 000 kg","Number","389,000",""
"2000","Sweden","From 1 000 to 1 249 kg","Number","1,156,000",""
"2000","Sweden","From 1 250 to 1 499 kg","Number","1,707,000",""
"2000","Sweden","1 500 kg or over","Number","747,000",""
"2000","Iceland","Less than 1 000 kg","Number","37,000",""
"2000","Iceland","From 1 000 to 1 249 kg","Number","63,000",""
"2000","Iceland","From 1 250 to 1 499 kg","Number","29,000",""
"2000","Iceland","1 500 kg or over","Number","29,000",""
"2000","Liechtenstein","Less than 1 000 kg","Number","4,000",""
"2000","Liechtenstein","From 1 000 to 1 249 kg","Number","6,000",""
"2000","Liechtenstein","From 1 250 to 1 499 kg","Number","6,000",""
"2000","Liechtenstein","1 500 kg or over","Number","5,000",""
"2000","Norway","Less than 1 000 kg","Number",":",""
"2000","Norway","From 1 000 to 1 249 kg","Number",":",""
"2000","Norway","From 1 250 to 1 499 kg","Number",":",""
"2000","Norway","1 500 kg or over","Number",":",""
"2000","Switzerland","Less than 1 000 kg","Number","459,000",""
"2000","Switzerland","From 1 000 to 1 249 kg","Number","769,000",""
"2000","Switzerland","From 1 250 to 1 499 kg","Number","987,000",""
"2000","Switzerland","1 500 kg or over","Number","1,331,000",""
"2000","Turkey","Less than 1 000 kg","Number",":",""
"2000","Turkey","From 1 000 to 1 249 kg","Number",":",""
"2000","Turkey","From 1 250 to 1 499 kg","Number",":",""
"2000","Turkey","1 500 kg or over","Number",":",""
"2001","Denmark","Less than 1 000 kg","Number","916,000",""
"2001","Denmark","From 1 000 to 1 249 kg","Number","592,000",""
"2001","Denmark","From 1 250 to 1 499 kg","Number","326,000",""
"2001","Denmark","1 500 kg or over","Number","39,000",""
"2001","Estonia","Less than 1 000 kg","Number",":",""
"2001","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2001","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2001","Estonia","1 500 kg or over","Number",":",""
"2001","Spain","Less than 1 000 kg","Number",":",""
"2001","Spain","From 1 000 to 1 249 kg","Number",":",""
"2001","Spain","From 1 250 to 1 499 kg","Number",":",""
"2001","Spain","1 500 kg or over","Number",":",""
"2001","France","Less than 1 000 kg","Number","14,450,000",""
"2001","France","From 1 000 to 1 249 kg","Number","9,061,000",""
"2001","France","From 1 250 to 1 499 kg","Number","4,050,000",""
"2001","France","1 500 kg or over","Number","1,139,000",""
"2001","Croatia","Less than 1 000 kg","Number",":",""
"2001","Croatia","From 1 000 to 1 249 kg","Number",":",""
"2001","Croatia","From 1 250 to 1 499 kg","Number",":",""
"2001","Croatia","1 500 kg or over","Number",":",""
"2001","Cyprus","Less than 1 000 kg","Number",":",""
"2001","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"2001","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"2001","Cyprus","1 500 kg or over","Number",":",""
"2001","Latvia","Less than 1 000 kg","Number","202,600",""
"2001","Latvia","From 1 000 to 1 249 kg","Number","274,600",""
"2001","Latvia","From 1 250 to 1 499 kg","Number","79,100",""
"2001","Latvia","1 500 kg or over","Number","29,900",""
"2001","Luxembourg","Less than 1 000 kg","Number","61,000",""
"2001","Luxembourg","From 1 000 to 1 249 kg","Number","83,000",""
"2001","Luxembourg","From 1 250 to 1 499 kg","Number","82,000",""
"2001","Luxembourg","1 500 kg or over","Number","55,000",""
"2001","Hungary","Less than 1 000 kg","Number","1,641,600",""
"2001","Hungary","From 1 000 to 1 249 kg","Number","633,900",""
"2001","Hungary","From 1 250 to 1 499 kg","Number","149,800",""
"2001","Hungary","1 500 kg or over","Number","57,500",""
"2001","Malta","Less than 1 000 kg","Number",":",""
"2001","Malta","From 1 000 to 1 249 kg","Number",":",""
"2001","Malta","From 1 250 to 1 499 kg","Number",":",""
"2001","Malta","1 500 kg or over","Number",":",""
