"TIME","GEO","UNIT","PROD_NRG","ENGINE","Value","Flag and Footnotes"
"1997","Denmark","Number","All Petroleum Products","Total","1,702,000",""
"1997","Denmark","Number","Diesel","Total","80,000",""
"1997","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","35,599,000","d"
"1997","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","5,587,000","d"
"1997","Estonia","Number","All Petroleum Products","Total","396,700",""
"1997","Estonia","Number","Diesel","Total","31,000",""
"1997","Ireland","Number","All Petroleum Products","Total","974,000",""
"1997","Ireland","Number","Diesel","Total","159,500",""
"1997","Greece","Number","All Petroleum Products","Total","2,469,000",""
"1997","Greece","Number","Diesel","Total","29,000",""
"1997","Spain","Number","All Petroleum Products","Total","12,491,000",""
"1997","Spain","Number","Diesel","Total","2,807,000",""
"1997","France","Number","All Petroleum Products","Total",":",""
"1997","France","Number","Diesel","Total","8,029,000",""
"1997","Croatia","Number","All Petroleum Products","Total","758,000",""
"1997","Croatia","Number","Diesel","Total","174,000",""
"1997","Italy","Number","All Petroleum Products","Total","25,740,000",""
"1997","Italy","Number","Diesel","Total","3,381,000",""
"1997","Cyprus","Number","All Petroleum Products","Total","213,000",""
"1997","Cyprus","Number","Diesel","Total","22,000",""
"1997","Latvia","Number","All Petroleum Products","Total","409,127",""
"1997","Latvia","Number","Diesel","Total","22,397",""
"1997","Lithuania","Number","All Petroleum Products","Total",":",""
"1997","Lithuania","Number","Diesel","Total",":",""
"1997","Luxembourg","Number","All Petroleum Products","Total",":",""
"1997","Luxembourg","Number","Diesel","Total",":",""
"1997","Hungary","Number","All Petroleum Products","Total","2,096,138",""
"1997","Hungary","Number","Diesel","Total","199,660",""
"1997","Malta","Number","All Petroleum Products","Total",":",""
"1997","Malta","Number","Diesel","Total",":",""
"1997","Netherlands","Number","All Petroleum Products","Total","4,904,000",""
"1997","Netherlands","Number","Diesel","Total","663,000",""
"1997","Austria","Number","All Petroleum Products","Total","2,703,000",""
"1997","Austria","Number","Diesel","Total","1,080,000",""
"1997","Poland","Number","All Petroleum Products","Total","7,732,400",""
"1997","Poland","Number","Diesel","Total","774,100",""
"1997","Portugal","Number","All Petroleum Products","Total",":",""
"1997","Portugal","Number","Diesel","Total",":",""
"1997","Romania","Number","All Petroleum Products","Total",":",""
"1997","Romania","Number","Diesel","Total",":",""
"1997","Slovenia","Number","All Petroleum Products","Total","706,000",""
"1997","Slovenia","Number","Diesel","Total","72,000",""
"1997","Slovakia","Number","All Petroleum Products","Total","886,960",""
"1997","Slovakia","Number","Diesel","Total","82,380",""
"1997","Finland","Number","All Petroleum Products","Total","1,772,000","d"
"1997","Finland","Number","Diesel","Total","163,000","d"
"1997","Sweden","Number","All Petroleum Products","Total","3,572,000",""
"1997","Sweden","Number","Diesel","Total","128,000",""
"1997","United Kingdom","Number","All Petroleum Products","Total","20,385,000",""
"1997","United Kingdom","Number","Diesel","Total","2,439,000",""
"1997","Iceland","Number","All Petroleum Products","Total","123,000",""
"1997","Iceland","Number","Diesel","Total","9,000",""
"1997","Liechtenstein","Number","All Petroleum Products","Total","19,000",""
"1997","Liechtenstein","Number","Diesel","Total","1,000",""
"1997","Norway","Number","All Petroleum Products","Total","1,653,000",""
"1997","Norway","Number","Diesel","Total",":",""
"1997","Switzerland","Number","All Petroleum Products","Total","3,216,000",""
"1997","Switzerland","Number","Diesel","Total","106,000",""
"1997","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total","279,500",""
"1997","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total","8,400",""
"1997","Turkey","Number","All Petroleum Products","Total",":",""
"1997","Turkey","Number","Diesel","Total",":",""
"1998","Belgium","Number","All Petroleum Products","Total","2,784,000",""
"1998","Belgium","Number","Diesel","Total","1,643,000",""
"1998","Bulgaria","Number","All Petroleum Products","Total",":",""
"1998","Bulgaria","Number","Diesel","Total",":",""
"1998","Czech Republic","Number","All Petroleum Products","Total","3,189,084",""
"1998","Czech Republic","Number","Diesel","Total","295,526",""
"1998","Denmark","Number","All Petroleum Products","Total","1,734,000",""
"1998","Denmark","Number","Diesel","Total","83,000",""
"1998","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","36,181,000","d"
"1998","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","5,487,000","d"
"1998","Estonia","Number","All Petroleum Products","Total","412,300",""
"1998","Estonia","Number","Diesel","Total","387,000",""
"1998","Ireland","Number","All Petroleum Products","Total","1,028,100",""
"1998","Ireland","Number","Diesel","Total","167,900",""
"1998","Greece","Number","All Petroleum Products","Total","2,645,000",""
"1998","Greece","Number","Diesel","Total","29,000",""
"1998","Spain","Number","All Petroleum Products","Total","12,681,000",""
"1998","Spain","Number","Diesel","Total","3,369,000",""
"1998","France","Number","All Petroleum Products","Total",":",""
"1998","France","Number","Diesel","Total","8,609,000",""
"1998","Croatia","Number","All Petroleum Products","Total","809,000",""
"1998","Croatia","Number","Diesel","Total","191,000",""
"1998","Italy","Number","All Petroleum Products","Total","26,268,000","p"
"1998","Italy","Number","Diesel","Total","3,748,000","p"
"1998","Cyprus","Number","All Petroleum Products","Total","223,000",""
"1998","Cyprus","Number","Diesel","Total","26,000",""
"1998","Latvia","Number","All Petroleum Products","Total","449,000",""
"1998","Latvia","Number","Diesel","Total","34,000",""
"1998","Lithuania","Number","All Petroleum Products","Total",":",""
"1998","Lithuania","Number","Diesel","Total",":",""
"1998","Luxembourg","Number","All Petroleum Products","Total",":",""
"1998","Luxembourg","Number","Diesel","Total",":",""
"1998","Hungary","Number","All Petroleum Products","Total","2,009,717",""
"1998","Hungary","Number","Diesel","Total","205,450",""
"1998","Malta","Number","All Petroleum Products","Total",":",""
"1998","Malta","Number","Diesel","Total","28,451",""
"1998","Netherlands","Number","All Petroleum Products","Total","5,051,000",""
"1998","Netherlands","Number","Diesel","Total","718,000",""
"1998","Austria","Number","All Petroleum Products","Total","2,680,000",""
"1998","Austria","Number","Diesel","Total","1,207,000",""
"1998","Poland","Number","All Petroleum Products","Total","8,048,000",""
"1998","Poland","Number","Diesel","Total","814,000",""
"1998","Portugal","Number","All Petroleum Products","Total",":",""
"1998","Portugal","Number","Diesel","Total",":",""
"1998","Romania","Number","All Petroleum Products","Total",":",""
"1998","Romania","Number","Diesel","Total",":",""
"1998","Slovenia","Number","All Petroleum Products","Total","735,000",""
"1998","Slovenia","Number","Diesel","Total","78,000",""
"1998","Slovakia","Number","All Petroleum Products","Total",":",""
"1998","Slovakia","Number","Diesel","Total",":",""
"1998","Finland","Number","All Petroleum Products","Total","1,829,000","d"
"1998","Finland","Number","Diesel","Total","179,000","d"
"1998","Sweden","Number","All Petroleum Products","Total","3,629,000",""
"1998","Sweden","Number","Diesel","Total","161,000",""
"1998","United Kingdom","Number","All Petroleum Products","Total","20,591,000",""
"1998","United Kingdom","Number","Diesel","Total","2,693,000",""
"1998","Iceland","Number","All Petroleum Products","Total","129,000",""
"1998","Iceland","Number","Diesel","Total","11,000",""
"1998","Liechtenstein","Number","All Petroleum Products","Total","20,000",""
"1998","Liechtenstein","Number","Diesel","Total","1,000",""
"1998","Norway","Number","All Petroleum Products","Total","1,673,000",""
"1998","Norway","Number","Diesel","Total",":",""
"1998","Switzerland","Number","All Petroleum Products","Total","3,269,000",""
"1998","Switzerland","Number","Diesel","Total","113,000",""
"1998","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total","277,000",""
"1998","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total","10,000",""
"1998","Turkey","Number","All Petroleum Products","Total",":",""
"1998","Turkey","Number","Diesel","Total",":",""
"1999","Belgium","Number","All Petroleum Products","Total","2,769,000",""
"1999","Belgium","Number","Diesel","Total","1,749,000",""
"1999","Bulgaria","Number","All Petroleum Products","Total",":",""
"1999","Bulgaria","Number","Diesel","Total",":",""
"1999","Czech Republic","Number","All Petroleum Products","Total","3,091,000",""
"1999","Czech Republic","Number","Diesel","Total","341,000",""
"1999","Denmark","Number","All Petroleum Products","Total","1,750,000",""
"1999","Denmark","Number","Diesel","Total","93,000",""
"1999","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","36,668,000","d"
"1999","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","5,633,000","d"
"1999","Estonia","Number","All Petroleum Products","Total","416,000",""
"1999","Estonia","Number","Diesel","Total","43,000",""
"1999","Ireland","Number","All Petroleum Products","Total","1,095,500",""
"1999","Ireland","Number","Diesel","Total","173,000",""
"1999","Greece","Number","All Petroleum Products","Total",":",""
"1999","Greece","Number","Diesel","Total",":",""
"1999","Spain","Number","All Petroleum Products","Total","12,803,000",""
"1999","Spain","Number","Diesel","Total","4,044,000",""
"1999","France","Number","All Petroleum Products","Total","18,099,000",""
"1999","France","Number","Diesel","Total","9,261,000",""
"1999","Croatia","Number","All Petroleum Products","Total","850,000",""
"1999","Croatia","Number","Diesel","Total","209,000",""
"1999","Italy","Number","All Petroleum Products","Total","26,387,000",""
"1999","Italy","Number","Diesel","Total","4,132,000",""
"1999","Cyprus","Number","All Petroleum Products","Total","228,000",""
"1999","Cyprus","Number","Diesel","Total","29,000",""
"1999","Latvia","Number","All Petroleum Products","Total","485,000",""
"1999","Latvia","Number","Diesel","Total","41,000",""
"1999","Lithuania","Number","All Petroleum Products","Total",":",""
"1999","Lithuania","Number","Diesel","Total",":",""
"1999","Luxembourg","Number","All Petroleum Products","Total","194,000",""
"1999","Luxembourg","Number","Diesel","Total","69,000",""
"1999","Hungary","Number","All Petroleum Products","Total","2,036,000",""
"1999","Hungary","Number","Diesel","Total","216,000",""
"1999","Malta","Number","All Petroleum Products","Total","152,048",""
"1999","Malta","Number","Diesel","Total","30,594",""
"1999","Netherlands","Number","All Petroleum Products","Total","5,215,000",""
"1999","Netherlands","Number","Diesel","Total","798,000",""
"1999","Austria","Number","All Petroleum Products","Total","2,658,000",""
"1999","Austria","Number","Diesel","Total","1,351,000",""
"1999","Poland","Number","All Petroleum Products","Total","8,380,000",""
"1999","Poland","Number","Diesel","Total","749,000",""
"1999","Portugal","Number","All Petroleum Products","Total",":",""
"1999","Portugal","Number","Diesel","Total",":",""
"1999","Romania","Number","All Petroleum Products","Total",":",""
"1999","Romania","Number","Diesel","Total",":",""
"1999","Slovenia","Number","All Petroleum Products","Total","763,000",""
"1999","Slovenia","Number","Diesel","Total","85,000",""
"1999","Slovakia","Number","All Petroleum Products","Total",":",""
"1999","Slovakia","Number","Diesel","Total",":",""
"1999","Finland","Number","All Petroleum Products","Total","1,873,000","d"
"1999","Finland","Number","Diesel","Total","196,000","d"
"1999","Sweden","Number","All Petroleum Products","Total","3,711,000",""
"1999","Sweden","Number","Diesel","Total","179,000",""
"1999","United Kingdom","Number","All Petroleum Products","Total","21,031,000",""
"1999","United Kingdom","Number","Diesel","Total","2,930,000",""
"1999","Iceland","Number","All Petroleum Products","Total","137,000",""
"1999","Iceland","Number","Diesel","Total","14,000",""
"1999","Liechtenstein","Number","All Petroleum Products","Total",":",""
"1999","Liechtenstein","Number","Diesel","Total","1,000",""
"1999","Norway","Number","All Petroleum Products","Total","1,691,000",""
"1999","Norway","Number","Diesel","Total",":",""
"1999","Switzerland","Number","All Petroleum Products","Total","3,342,000",""
"1999","Switzerland","Number","Diesel","Total","124,000",""
"1999","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total","276,000",""
"1999","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total","12,000",""
"1999","Turkey","Number","All Petroleum Products","Total",":",""
"1999","Turkey","Number","Diesel","Total",":",""
"2000","Belgium","Number","All Petroleum Products","Total","2,732,000",""
"2000","Belgium","Number","Diesel","Total","1,867,000",""
"2000","Bulgaria","Number","All Petroleum Products","Total",":",""
"2000","Bulgaria","Number","Diesel","Total",":",""
"2000","Czech Republic","Number","All Petroleum Products","Total","3,048,500",""
"2000","Czech Republic","Number","Diesel","Total","383,200",""
"2000","Denmark","Number","All Petroleum Products","Total","1,748,000",""
"2000","Denmark","Number","Diesel","Total","106,000",""
"2000","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","37,406,000",""
"2000","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","6,357,000",""
"2000","Estonia","Number","All Petroleum Products","Total","416,400",""
"2000","Estonia","Number","Diesel","Total","47,600",""
"2000","Ireland","Number","All Petroleum Products","Total","1,146,000",""
"2000","Ireland","Number","Diesel","Total","173,000",""
"2000","Greece","Number","All Petroleum Products","Total",":",""
"2000","Greece","Number","Diesel","Total",":",""
"2000","Spain","Number","All Petroleum Products","Total","12,747,000",""
"2000","Spain","Number","Diesel","Total","4,702,000",""
"2000","France","Number","All Petroleum Products","Total","18,080,000",""
"2000","France","Number","Diesel","Total","9,980,000",""
"2000","Croatia","Number","All Petroleum Products","Total","891,000",""
"2000","Croatia","Number","Diesel","Total","228,000",""
"2000","Italy","Number","All Petroleum Products","Total","26,195,000",""
"2000","Italy","Number","Diesel","Total","4,798,000",""
"2000","Cyprus","Number","All Petroleum Products","Total","237,000",""
"2000","Cyprus","Number","Diesel","Total","30,000",""
"2000","Latvia","Number","All Petroleum Products","Total","506,900",""
"2000","Latvia","Number","Diesel","Total","49,700",""
"2000","Lithuania","Number","All Petroleum Products","Total",":",""
"2000","Lithuania","Number","Diesel","Total",":",""
"2000","Luxembourg","Number","All Petroleum Products","Total","193,350",""
"2000","Luxembourg","Number","Diesel","Total","79,430",""
"2000","Hungary","Number","All Petroleum Products","Total","2,128,000",""
"2000","Hungary","Number","Diesel","Total","231,000",""
"2000","Malta","Number","All Petroleum Products","Total","151,253",""
"2000","Malta","Number","Diesel","Total","37,868",""
"2000","Netherlands","Number","All Petroleum Products","Total","5,346,000",""
"2000","Netherlands","Number","Diesel","Total","871,000",""
"2000","Austria","Number","All Petroleum Products","Total","2,598,000",""
"2000","Austria","Number","Diesel","Total","1,499,000",""
"2000","Poland","Number","All Petroleum Products","Total","9,043,000",""
"2000","Poland","Number","Diesel","Total","797,300",""
"2000","Portugal","Number","All Petroleum Products","Total",":",""
"2000","Portugal","Number","Diesel","Total",":",""
"2000","Romania","Number","All Petroleum Products","Total",":",""
"2000","Romania","Number","Diesel","Total",":",""
"2000","Slovenia","Number","All Petroleum Products","Total","779,000",""
"2000","Slovenia","Number","Diesel","Total","89,000",""
"2000","Slovakia","Number","All Petroleum Products","Total",":",""
"2000","Slovakia","Number","Diesel","Total",":",""
"2000","Finland","Number","All Petroleum Products","Total","1,903,000","d"
"2000","Finland","Number","Diesel","Total","218,000","d"
"2000","Sweden","Number","All Petroleum Products","Total","3,804,000",""
"2000","Sweden","Number","Diesel","Total","194,000",""
"2000","United Kingdom","Number","All Petroleum Products","Total","21,233,000",""
"2000","United Kingdom","Number","Diesel","Total","3,153,000",""
"2000","Iceland","Number","All Petroleum Products","Total","143,000",""
"2000","Iceland","Number","Diesel","Total","16,000",""
"2000","Liechtenstein","Number","All Petroleum Products","Total","21,000",""
"2000","Liechtenstein","Number","Diesel","Total","1,000",""
"2000","Norway","Number","All Petroleum Products","Total","1,716,000",""
"2000","Norway","Number","Diesel","Total",":",""
"2000","Switzerland","Number","All Petroleum Products","Total","3,402,000",""
"2000","Switzerland","Number","Diesel","Total","142,000",""
"2000","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total","282,000",""
"2000","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total","16,000",""
"2000","Turkey","Number","All Petroleum Products","Total",":",""
"2000","Turkey","Number","Diesel","Total",":",""
"2001","Belgium","Number","All Petroleum Products","Total","2,678,000",""
"2001","Belgium","Number","Diesel","Total","1,971,000",""
"2001","Bulgaria","Number","All Petroleum Products","Total",":",""
"2001","Bulgaria","Number","Diesel","Total",":",""
"2001","Czech Republic","Number","All Petroleum Products","Total","3,090,900",""
"2001","Czech Republic","Number","Diesel","Total","432,000",""
"2001","Denmark","Number","All Petroleum Products","Total","1,752,000",""
"2001","Denmark","Number","Diesel","Total","120,000",""
"2001","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","37,396,000",""
"2001","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","6,975,000",""
"2001","Estonia","Number","All Petroleum Products","Total","364,000",""
"2001","Estonia","Number","Diesel","Total","43,200",""
"2001","Ireland","Number","All Petroleum Products","Total","1,205,000",""
"2001","Ireland","Number","Diesel","Total","179,000",""
"2001","Greece","Number","All Petroleum Products","Total",":",""
"2001","Greece","Number","Diesel","Total",":",""
"2001","Spain","Number","All Petroleum Products","Total","12,796,000",""
"2001","Spain","Number","Diesel","Total","5,355,000",""
"2001","France","Number","All Petroleum Products","Total","17,811,000",""
"2001","France","Number","Diesel","Total","10,889,000",""
"2001","Croatia","Number","All Petroleum Products","Total","924,000",""
"2001","Croatia","Number","Diesel","Total","261,000",""
"2001","Italy","Number","All Petroleum Products","Total","26,074,000",""
"2001","Italy","Number","Diesel","Total","5,542,000",""
"2001","Cyprus","Number","All Petroleum Products","Total","247,000",""
"2001","Cyprus","Number","Diesel","Total","33,000",""
"2001","Latvia","Number","All Petroleum Products","Total","525,100",""
"2001","Latvia","Number","Diesel","Total","61,000",""
"2001","Lithuania","Number","All Petroleum Products","Total",":",""
"2001","Lithuania","Number","Diesel","Total",":",""
"2001","Luxembourg","Number","All Petroleum Products","Total","189,000",""
"2001","Luxembourg","Number","Diesel","Total","92,000",""
"2001","Hungary","Number","All Petroleum Products","Total","2,217,000",""
"2001","Hungary","Number","Diesel","Total","255,900",""
"2001","Malta","Number","All Petroleum Products","Total",":",""
"2001","Malta","Number","Diesel","Total",":",""
"2001","Netherlands","Number","All Petroleum Products","Total","5,468,000",""
"2001","Netherlands","Number","Diesel","Total","930,000",""
"2001","Austria","Number","All Petroleum Products","Total","2,545,000",""
"2001","Austria","Number","Diesel","Total","1,637,000",""
"2001","Poland","Number","All Petroleum Products","Total","9,213,300",""
"2001","Poland","Number","Diesel","Total","845,300",""
"2001","Portugal","Number","All Petroleum Products","Total",":",""
"2001","Portugal","Number","Diesel","Total",":",""
"2001","Romania","Number","All Petroleum Products","Total",":",""
"2001","Romania","Number","Diesel","Total",":",""
"2001","Slovenia","Number","All Petroleum Products","Total","787,000",""
"2001","Slovenia","Number","Diesel","Total","97,000",""
"2001","Slovakia","Number","All Petroleum Products","Total",":",""
"2001","Slovakia","Number","Diesel","Total",":",""
"2001","Finland","Number","All Petroleum Products","Total","1,916,000","d"
"2001","Finland","Number","Diesel","Total","230,000","d"
"2001","Sweden","Number","All Petroleum Products","Total","3,834,000",""
"2001","Sweden","Number","Diesel","Total","185,000",""
"2001","United Kingdom","Number","All Petroleum Products","Total","21,641,000",""
"2001","United Kingdom","Number","Diesel","Total","3,460,000",""
"2001","Iceland","Number","All Petroleum Products","Total","143,000",""
"2001","Iceland","Number","Diesel","Total","17,000",""
"2001","Liechtenstein","Number","All Petroleum Products","Total","21,000",""
"2001","Liechtenstein","Number","Diesel","Total","1,000",""
"2001","Norway","Number","All Petroleum Products","Total",":",""
"2001","Norway","Number","Diesel","Total",":",""
"2001","Switzerland","Number","All Petroleum Products","Total","3,456,000",""
"2001","Switzerland","Number","Diesel","Total","171,000",""
"2001","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total","288,000",""
"2001","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total","19,000",""
"2001","Turkey","Number","All Petroleum Products","Total",":",""
"2001","Turkey","Number","Diesel","Total",":",""
"2002","Belgium","Number","All Petroleum Products","Total","2,620,000",""
"2002","Belgium","Number","Diesel","Total","2,074,000",""
"2002","Bulgaria","Number","All Petroleum Products","Total",":",""
"2002","Bulgaria","Number","Diesel","Total",":",""
"2002","Czech Republic","Number","All Petroleum Products","Total","3,116,200",""
"2002","Czech Republic","Number","Diesel","Total","499,200",""
"2002","Denmark","Number","All Petroleum Products","Total","1,749,000",""
"2002","Denmark","Number","Diesel","Total","139,000",""
"2002","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","37,029,000",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","7,608,000",""
"2002","Estonia","Number","All Petroleum Products","Total","355,100",""
"2002","Estonia","Number","Diesel","Total","45,600",""
"2002","Ireland","Number","All Petroleum Products","Total","1,255,000",""
"2002","Ireland","Number","Diesel","Total","192,000",""
"2002","Greece","Number","All Petroleum Products","Total",":",""
"2002","Greece","Number","Diesel","Total",":",""
"2002","Spain","Number","All Petroleum Products","Total","12,729,000",""
"2002","Spain","Number","Diesel","Total","6,004,000",""
"2002","France","Number","All Petroleum Products","Total","17,338,000",""
"2002","France","Number","Diesel","Total","11,822,000",""
"2002","Croatia","Number","All Petroleum Products","Total","935,000",""
"2002","Croatia","Number","Diesel","Total","293,000",""
"2002","Italy","Number","All Petroleum Products","Total","25,759,000",""
"2002","Italy","Number","Diesel","Total","6,404,000",""
"2002","Cyprus","Number","All Petroleum Products","Total","254,000",""
"2002","Cyprus","Number","Diesel","Total","33,000",""
"2002","Latvia","Number","All Petroleum Products","Total","544,200",""
"2002","Latvia","Number","Diesel","Total","74,800",""
"2002","Lithuania","Number","All Petroleum Products","Total",":",""
"2002","Lithuania","Number","Diesel","Total",":",""
"2002","Luxembourg","Number","All Petroleum Products","Total","182,000",""
"2002","Luxembourg","Number","Diesel","Total","104,000",""
"2002","Hungary","Number","All Petroleum Products","Total","2,322,000",""
"2002","Hungary","Number","Diesel","Total","293,800",""
"2002","Malta","Number","All Petroleum Products","Total","150,100",""
"2002","Malta","Number","Diesel","Total","51,800",""
"2002","Netherlands","Number","All Petroleum Products","Total","5,586,000",""
"2002","Netherlands","Number","Diesel","Total","979,000",""
"2002","Austria","Number","All Petroleum Products","Total","2,244,000","b"
"2002","Austria","Number","Diesel","Total","1,743,000","b"
"2002","Poland","Number","All Petroleum Products","Total",":",""
"2002","Poland","Number","Diesel","Total",":",""
"2002","Portugal","Number","All Petroleum Products","Total",":",""
"2002","Portugal","Number","Diesel","Total",":",""
"2002","Romania","Number","All Petroleum Products","Total",":",""
"2002","Romania","Number","Diesel","Total",":",""
"2002","Slovenia","Number","All Petroleum Products","Total","770,600",""
"2002","Slovenia","Number","Diesel","Total","142,000",""
"2002","Slovakia","Number","All Petroleum Products","Total",":",""
"2002","Slovakia","Number","Diesel","Total",":",""
"2002","Finland","Number","All Petroleum Products","Total","1,937,000","d"
"2002","Finland","Number","Diesel","Total","243,000","d"
"2002","Sweden","Number","All Petroleum Products","Total","3,853,000",""
"2002","Sweden","Number","Diesel","Total","189,000",""
"2002","United Kingdom","Number","All Petroleum Products","Total","21,839,000",""
"2002","United Kingdom","Number","Diesel","Total","3,914,000",""
"2002","Iceland","Number","All Petroleum Products","Total","144,000",""
"2002","Iceland","Number","Diesel","Total","18,000",""
"2002","Liechtenstein","Number","All Petroleum Products","Total","21,000",""
"2002","Liechtenstein","Number","Diesel","Total","2,000",""
"2002","Norway","Number","All Petroleum Products","Total",":",""
"2002","Norway","Number","Diesel","Total",":",""
"2002","Switzerland","Number","All Petroleum Products","Total","3,487,000",""
"2002","Switzerland","Number","Diesel","Total","213,000",""
"2002","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total","26,900",""
"2002","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total","36,000",""
"2002","Turkey","Number","All Petroleum Products","Total",":",""
"2002","Turkey","Number","Diesel","Total",":",""
"2003","Belgium","Number","All Petroleum Products","Total","2,557,000",""
"2003","Belgium","Number","Diesel","Total","2,174,000",""
"2003","Bulgaria","Number","All Petroleum Products","Total",":",""
"2003","Bulgaria","Number","Diesel","Total",":",""
"2003","Czech Republic","Number","All Petroleum Products","Total","3,123,970",""
"2003","Czech Republic","Number","Diesel","Total","575,935",""
"2003","Denmark","Number","All Petroleum Products","Total",":",""
"2003","Denmark","Number","Diesel","Total",":",""
"2003","Germany (until 1990 former territory of the FRG)","Number","All Petroleum Products","Total","36,702,000",""
"2003","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total","8,294,000",""
"2003","Estonia","Number","All Petroleum Products","Total","380,500",""
"2003","Estonia","Number","Diesel","Total","53,500",""
"2003","Ireland","Number","All Petroleum Products","Total","1,303,000",""
"2003","Ireland","Number","Diesel","Total","204,000",""
"2003","Greece","Number","All Petroleum Products","Total",":",""
"2003","Greece","Number","Diesel","Total",":",""
"2003","Spain","Number","All Petroleum Products","Total","12,096,000",""
"2003","Spain","Number","Diesel","Total","6,592,000",""
"2003","France","Number","All Petroleum Products","Total","16,831,000",""
"2003","France","Number","Diesel","Total","12,729,000",""
"2003","Croatia","Number","All Petroleum Products","Total","947,000",""
"2003","Croatia","Number","Diesel","Total","335,000",""
"2003","Italy","Number","All Petroleum Products","Total","25,522,000",""
"2003","Italy","Number","Diesel","Total","7,433,000",""
"2003","Cyprus","Number","All Petroleum Products","Total","269,000",""
"2003","Cyprus","Number","Diesel","Total","34,000",""
"2003","Latvia","Number","All Petroleum Products","Total","557,700",""
"2003","Latvia","Number","Diesel","Total","91,100",""
"2003","Lithuania","Number","All Petroleum Products","Total",":",""
"2003","Lithuania","Number","Diesel","Total",":",""
"2003","Luxembourg","Number","All Petroleum Products","Total","176,000",""
"2003","Luxembourg","Number","Diesel","Total","117,000",""
"2003","Hungary","Number","All Petroleum Products","Total","2,418,000",""
"2003","Hungary","Number","Diesel","Total","344,000",""
"2003","Malta","Number","All Petroleum Products","Total",":",""
"2003","Malta","Number","Diesel","Total",":",""
"2003","Netherlands","Number","All Petroleum Products","Total","5,625,000",""
"2003","Netherlands","Number","Diesel","Total","1,022,000",""
"2003","Austria","Number","All Petroleum Products","Total","2,169,000",""
"2003","Austria","Number","Diesel","Total","1,885,000",""
"2003","Poland","Number","All Petroleum Products","Total","9,506,400",""
"2003","Poland","Number","Diesel","Total","1,007,500",""
"2003","Portugal","Number","All Petroleum Products","Total",":",""
"2003","Portugal","Number","Diesel","Total",":",""
"2003","Romania","Number","All Petroleum Products","Total",":",""
"2003","Romania","Number","Diesel","Total",":",""
"2003","Slovenia","Number","All Petroleum Products","Total","769,000",""
"2003","Slovenia","Number","Diesel","Total","139,000",""
"2003","Slovakia","Number","All Petroleum Products","Total",":",""
"2003","Slovakia","Number","Diesel","Total",":",""
"2003","Finland","Number","All Petroleum Products","Total","1,995,000","d"
"2003","Finland","Number","Diesel","Total","264,000","d"
"2003","Sweden","Number","All Petroleum Products","Total","3,878,000",""
"2003","Sweden","Number","Diesel","Total","196,000",""
"2003","United Kingdom","Number","All Petroleum Products","Total","21,805,000",""
"2003","United Kingdom","Number","Diesel","Total","4,400,000",""
"2003","Iceland","Number","All Petroleum Products","Total","148,000",""
"2003","Iceland","Number","Diesel","Total","19,000",""
"2003","Liechtenstein","Number","All Petroleum Products","Total","21,130",""
"2003","Liechtenstein","Number","Diesel","Total","2,390",""
"2003","Norway","Number","All Petroleum Products","Total",":",""
"2003","Norway","Number","Diesel","Total",":",""
"2003","Switzerland","Number","All Petroleum Products","Total","3,491,000",""
"2003","Switzerland","Number","Diesel","Total","262,000",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","All Petroleum Products","Total",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Diesel","Total",":",""
"2003","Turkey","Number","All Petroleum Products","Total",":",""
"2003","Turkey","Number","Diesel","Total",":",""
"2004","Belgium","Number","All Petroleum Products","Total","2,490,000",""
"2004","Belgium","Number","Diesel","Total","2,301,000",""
"2004","Bulgaria","Number","All Petroleum Products","Total",":",""
"2004","Bulgaria","Number","Diesel","Total",":",""
"2004","Czech Republic","Number","All Petroleum Products","Total","3,164,000",""
"2004","Czech Republic","Number","Diesel","Total","646,000",""
"2004","Denmark","Number","All Petroleum Products","Total",":",""
